UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
9dec01,ECOTURISMO,ORDINARIO,2019,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,16,MASCULINO,200.0,,,,,,,
7a56ff,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,,,,,,,
f01b5f,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,,,,,,,
6f3221,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80105,CUSCO,CUSCO,SAN SEBASTIAN,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,19,FEMENINO,200.0,,,,,,,
6511aa,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,FEMENINO,200.0,,,,,,,
ae00e7,ECOTURISMO,ORDINARIO,2019,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,17,MASCULINO,200.0,,,,,,,
052711,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,22,FEMENINO,200.0,,,,,,,
74a0ca,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,FEMENINO,200.0,,,,,,,
930a0a,ECOTURISMO,ORDINARIO,2019,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,18,FEMENINO,200.0,,,,,,,
fe6d82,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,FEMENINO,200.0,,,,,,,
aaeda9,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80101,CUSCO,CUSCO,CUSCO,39,MASCULINO,200.0,,,,,,,
f2e3b1,ECOTURISMO,ORDINARIO,2019,80705,CUSCO,CHUMBIVILCAS,LIVITACA,80104,CUSCO,CUSCO,SAN JERONIMO,80705,CUSCO,CHUMBIVILCAS,LIVITACA,17,FEMENINO,200.0,,,,,,,
71a900,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,MASCULINO,200.0,,,,,,,
ebfe61,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,,,,,,,
fe4eb3,ECOTURISMO,ORDINARIO,2019,210801,PUNO,MELGAR ,AYAVIRI,210801,PUNO,MELGAR ,AYAVIRI,210801,PUNO,MELGAR ,AYAVIRI,17,FEMENINO,200.0,,,,,,,
0d260f,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
e38750,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,,,,,,,
7f0d5a,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,,,,,,,
414c6b,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
d6cb69,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,81301,CUSCO,URUBAMBA,URUBAMBA,21,FEMENINO,200.0,,,,,,,
e1510b,ECOTURISMO,ORDINARIO,2019,80904,CUSCO,LA CONVENCIÓN,MARANURA,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,17,FEMENINO,200.0,,,,,,,
5588d6,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,17,MASCULINO,200.0,,,,,,,
ee3d7a,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80101,CUSCO,CUSCO,CUSCO,80108,CUSCO,CUSCO,WANCHAQ,21,MASCULINO,200.0,,,,,,,
e37e5d,ECOTURISMO,ORDINARIO,2019,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,19,FEMENINO,200.0,,,,,,,
9ece87,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,MASCULINO,200.0,,,,,,,
b4874e,ECOTURISMO,ORDINARIO,2019,80108,CUSCO,CUSCO,WANCHAQ,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
81944f,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,FEMENINO,200.0,,,,,,,
00720f,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
0f9a24,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,34,MASCULINO,200.0,,,,,,,
311404,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,25,MASCULINO,200.0,,,,,,,
7054cf,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,32,MASCULINO,200.0,,,,,,,
91aadb,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,MASCULINO,200.0,,,,,,,
e3a1e9,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,,,,,,,
7b70a2,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
1a0e76,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,FEMENINO,200.0,,,,,,,
0a0a90,ECOTURISMO,ORDINARIO,2019,50403,AYACUCHO,HUANTA,HUAMANGUILLA,50403,AYACUCHO,HUANTA,HUAMANGUILLA,50503,AYACUCHO,LA MAR,AYNA,26,MASCULINO,200.0,,,,,,,
6dd674,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,24,MASCULINO,200.0,,,,,,,
baff07,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
c58491,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,,,,,,,
cf6350,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,16,FEMENINO,200.0,,,,,,,
f318b3,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80108,CUSCO,CUSCO,WANCHAQ,80101,CUSCO,CUSCO,CUSCO,19,FEMENINO,200.0,,,,,,,
955071,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,20,FEMENINO,200.0,,,,,,,
94e356,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,20,MASCULINO,200.0,,,,,,,
15b0f5,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,17,MASCULINO,200.0,,,,,,,
38dca0,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,MASCULINO,200.0,,,,,,,
3327e0,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,,,,,,,
e44d80,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,230101,TACNA,TACNA ,TACNA,29,FEMENINO,200.0,,,,,,,
48dfa7,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
43dfd3,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,200.0,,,,,,,
c43965,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,FEMENINO,200.0,,,,,,,
5d32c3,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,26,MASCULINO,200.0,,,,,,,
ba300e,ECOTURISMO,ORDINARIO,2019,150101,LIMA,LIMA ,LIMA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,,,,,,,
70d99d,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,20,MASCULINO,200.0,,,,,,,
d6e814,ECOTURISMO,ORDINARIO,2019,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,21,MASCULINO,200.0,,,,,,,
fc5b19,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80101,CUSCO,CUSCO,CUSCO,29,MASCULINO,200.0,,,,,,,
d0e34d,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,18,MASCULINO,200.0,,,,,,,
dd7783,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,18,MASCULINO,200.0,,,,,,,
bca824,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,200.0,,,,,,,
80ae8a,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,18,MASCULINO,200.0,,,,,,,
cde9cc,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,18,FEMENINO,200.0,,,,,,,
cad452,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
36b285,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,250101,UCAYALI,CORONEL PORTILLO ,CALLERIA,23,MASCULINO,200.0,,,,,,,
6da611,ECOTURISMO,ORDINARIO,2019,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,18,FEMENINO,200.0,,,,,,,
6fa1c8,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,,,,,,,
4cb6b7,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,,,,,,,
98e777,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,,,,,,,
f4443a,ECOTURISMO,ORDINARIO,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,19,FEMENINO,200.0,,,,,,,
a6d953,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
1ef6ea,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,26,MASCULINO,200.0,,,,,,,
2c628e,ECOTURISMO,ORDINARIO,2019,210214,PUNO,AZÁNGARO ,SANTIAGO DE PUPUJA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,MASCULINO,200.0,,,,,,,
265656,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,81305,CUSCO,URUBAMBA,MARAS,18,FEMENINO,200.0,,,,,,,
509259,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,17,FEMENINO,200.0,,,,,,,
6773a4,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
690e5b,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,17,MASCULINO,200.0,,,,,,,
ad643f,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
ba5e63,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,,,,,,,
69516b,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,24,MASCULINO,200.0,,,,,,,
f621be,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
09fe15,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80105,CUSCO,CUSCO,SAN SEBASTIAN,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,18,MASCULINO,200.0,,,,,,,
90d062,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
f98ae3,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
c870df,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,,,,,,,
5772b5,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80101,CUSCO,CUSCO,CUSCO,19,MASCULINO,200.0,,,,,,,
162be7,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80106,CUSCO,CUSCO,SANTIAGO,19,MASCULINO,200.0,,,,,,,
695b50,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,24,FEMENINO,200.0,,,,,,,
b65d7c,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
451f22,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,MASCULINO,200.0,,,,,,,
2590f0,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80308,CUSCO,ANTA,PUCYURA,17,MASCULINO,200.0,,,,,,,
69c740,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,18,MASCULINO,200.0,,,,,,,
99f787,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80601,CUSCO,CANCHIS,SICUANI,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80601,CUSCO,CANCHIS,SICUANI,27,MASCULINO,200.0,,,,,,,
7232a6,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,18,MASCULINO,200.0,,,,,,,
e542da,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,16,FEMENINO,200.0,,,,,,,
ca74a6,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,,,,,,,
48251a,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,26,MASCULINO,200.0,,,,,,,
9237b6,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,170101,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,,,,,,,
4fa1ea,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,26,MASCULINO,200.0,,,,,,,
b99bd1,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,30,FEMENINO,200.0,,,,,,,
04e153,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
464482,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,22,MASCULINO,200.0,,,,,,,
c350ea,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,17,MASCULINO,200.0,,,,,,,
d1f728,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,20,MASCULINO,200.0,,,,,,,
f1a1d9,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,39,FEMENINO,200.0,,,,,,,
