UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
65c8e0,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2023,80918,CUSCO,LA CONVENCIÓN,UNION ASHANINKA,80918,CUSCO,LA CONVENCIÓN,UNION ASHANINKA,80918,CUSCO,LA CONVENCIÓN,PICHARI,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
8fdf60,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80104,CUSCO,CUSCO,SAN JERONIMO,80104,CUSCO,CUSCO,SAN JERONIMO,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
320acd,INGENIERÍA CIVIL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f9ad60,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
1b37f6,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,230110,TACNA,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA,230110,CUSCO,LA CONVENCIÓN,SANTA ANA,230110,CUSCO,LA CONVENCIÓN,SANTA ANA,16,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
48ecbb,INGENIERÍA CIVIL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,34,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6f6480,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80106,CUSCO,CUSCO,SANTIAGO,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6449b2,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
406c1e,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d6aa25,INGENIERÍA CIVIL,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3a971e,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
531b43,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
44a9a8,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
aeaa31,INGENIERÍA CIVIL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f3a7c0,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
1de818,INGENIERÍA CIVIL,ORDINARIO,2023,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
29f3b7,INGENIERÍA CIVIL,ORDINARIO,2023,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
194b23,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,150101,LIMA,LIMA ,LIMA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ff7ccd,INGENIERÍA CIVIL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80308,CUSCO,ANTA,PUCYURA,80308,CUSCO,ANTA,PUCYURA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
941ab9,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a05887,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
824611,INGENIERÍA CIVIL,ORDINARIO,2023,80108,CUSCO,CUSCO,WANCHAQ,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f8d54a,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80108,CUSCO,CUSCO,WANCHAQ,80101,CUSCO,CUSCO,CUSCO,35,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
190bc8,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4a636c,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9a0bd6,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7ae197,ECONOMÍA,ORDINARIO,2023,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
842210,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
38823b,INGENIERÍA CIVIL,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
643033,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80401,CUSCO,CALCA,CALCA,80401,CUSCO,CALCA,CALCA,80401,CUSCO,CALCA,CALCA,25,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b92af9,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cd3d2a,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bbeeb7,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
eaef2d,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
637259,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,210101,PUNO,PUNO ,PUNO,34,MASCULINO,200.0,Español,NO,NO,SI,NO,NINGUNA,NINGUNA
7b6b79,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
58108a,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4ce408,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
5c7b11,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a4d3fd,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c09c75,ECONOMÍA,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80408,CUSCO,CALCA,YANATILE,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
61ce42,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
823aca,INGENIERÍA CIVIL,ORDINARIO,2023,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,50101,AYACUCHO,HUAMANGA,AYACUCHO,27,MASCULINO,200.0,Ashanika,SI,NO,NO,NO,NINGUNA,NINGUNA
a0ab61,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
330815,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,29,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
698f78,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
099b8c,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
89ce78,INGENIERÍA CIVIL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,81301,CUSCO,URUBAMBA,URUBAMBA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
8fe380,INGENIERÍA CIVIL,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
001e4b,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,16,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
0bd451,INGENIERÍA CIVIL,ORDINARIO,2023,80604,CUSCO,CANCHIS,MARANGANI,80604,CUSCO,CANCHIS,MARANGANI,80601,CUSCO,CANCHIS,SICUANI,19,FEMENINO,200.0,Quechua,SI,SI,NO,NO,NINGUNA,NINGUNA
fa4890,ECONOMÍA,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,29,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
13bd28,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,16,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7905da,ECONOMÍA,ORDINARIO,2023,30414,APURÍMAC,AYMARAES,TAPAIRIHUA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b30394,INGENIERÍA CIVIL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,24,MASCULINO,200.0,Español,NO,NO,SI,NO,NINGUNA,NINGUNA
37f93f,INGENIERÍA CIVIL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c21b5d,INGENIERÍA CIVIL,ORDINARIO,2023,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b9120c,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
67ab5f,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a06c48,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
be778c,INGENIERÍA CIVIL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,45,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
191b0f,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
78b923,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
1c48b4,INGENIERÍA CIVIL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,150133,LIMA,LIMA ,SAN JUAN DE MIRAFLORES,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
fb14fe,INGENIERÍA CIVIL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,22,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
780b99,ECONOMÍA,ORDINARIO,2023,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
02adfa,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
70932b,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d04e3d,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,16,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
23fafd,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7fdb2a,INGENIERÍA CIVIL,ORDINARIO,2023,80406,CUSCO,CALCA,SAN SALVADOR,80406,CUSCO,CALCA,SAN SALVADOR,80406,CUSCO,CALCA,SAN SALVADOR,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
867022,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80108,CUSCO,CUSCO,WANCHAQ,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
228c45,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b08b5d,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9d30b2,INGENIERÍA CIVIL,ORDINARIO,2023,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
abb014,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,16,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
44750c,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80101,CUSCO,CUSCO,CUSCO,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b6bff9,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,230101,TACNA,TACNA ,TACNA,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,230101,TACNA,TACNA ,TACNA,21,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ea8093,INGENIERÍA CIVIL,ORDINARIO,2023,80108,CUSCO,CUSCO,WANCHAQ,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80904,CUSCO,LA CONVENCIÓN,MARANURA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e5a2bf,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,40202,AREQUIPA,CAMANÁ,JOSE MARIA QUIMPER,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3a2b54,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f37ac2,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
43d48b,INGENIERÍA CIVIL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
2dfa96,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
184e7b,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80108,CUSCO,CUSCO,WANCHAQ,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3a5a4a,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
